Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	0.0251219198392914	0.96739
ENSG00000000003	ENST00000373020	0.985105279643885	0.7303825
ENSG00000000003	ENST00000496771	1.53549192741556	0.031035
ENSG00000000003	ENST00000614008	1.37600539526054	0.11916
ENSG00000000419	Expression	0.00792523315011321	0.9864075
ENSG00000000419	ENST00000371582	1.10583471941769	0.753045
ENSG00000000419	ENST00000371588	0.961254895980577	0.91355
ENSG00000000419	ENST00000681979	1.18946024875462	0.54264
ENSG00000000419	ENST00000682366	1.03743478422449	0.8644525
ENSG00000000419	ENST00000682713	1.09716800000232	0.77062
ENSG00000000419	ENST00000682754	1.13002774902856	0.6963825
ENSG00000000419	ENST00000683010	1.19616967361748	0.523495
ENSG00000000419	ENST00000683048	1.13240245717184	0.68876
ENSG00000000419	ENST00000684193	1.10878547772429	0.7436325
ENSG00000000419	ENST00000684628	1.12825019313186	0.700135
ENSG00000000457	Expression	0.00825538560154904	0.98433
ENSG00000000457	ENST00000367771	0.996547612800656	0.97625
ENSG00000000457	ENST00000470238	1.1050997527329	0.86015
ENSG00000000971	Expression	-2.29790137273735	0
ENSG00000000971	ENST00000367429	1.18879670465239	0.550855
ENSG00000000971	ENST00000466229	0.957360666964011	0.9138775
ENSG00000000971	ENST00000470918	0.943843539259959	0.8994125
ENSG00000000971	ENST00000496761	1.1914627057384	0.5396925
ENSG00000000971	ENST00000630130	0.739190399114158	0.249735
ENSG00000000971	ENST00000695969	0.903126143738917	0.794585
ENSG00000000971	ENST00000695970	0.990122344085162	0.89133
ENSG00000000971	ENST00000695973	0.895917649637772	0.7860175
ENSG00000000971	ENST00000695975	0.996767835653129	0.8985825
ENSG00000000971	ENST00000695978	0.935571144808367	0.84228
ENSG00000000971	ENST00000695979	1.08264388326608	0.8140275
ENSG00000000971	ENST00000695981	1.00854782223742	0.8946875
ENSG00000000971	ENST00000695984	0.950214570313134	0.9146925
ENSG00000000971	ENST00000695986	1.11465809657183	0.7554525
ENSG00000000971	ENST00000695987	0.953344964343343	0.8763975
ENSG00000000971	ENST00000695990	0.791828791653438	0.45076
ENSG00000000971	ENST00000696018	1.06499768862852	0.8364
ENSG00000000971	ENST00000696021	1.00767167475658	0.8840125
ENSG00000000971	ENST00000696024	1.08856979703744	0.79366
ENSG00000001036	Expression	0.131354499438071	0.8677075
ENSG00000001036	ENST00000002165	0.998588566650426	0.9763425
ENSG00000001036	ENST00000451668	1.11889909765551	0.8200275
ENSG00000001084	Expression	-1.93974572949892	0
ENSG00000001084	ENST00000505294	1.06257963764495	0.850305
ENSG00000001084	ENST00000509541	0.980797736243301	0.9294325
ENSG00000001084	ENST00000510837	0.989826653698793	0.9089075
ENSG00000001084	ENST00000514004	1.0038734680784	0.9115775
ENSG00000001084	ENST00000515580	0.98110184678526	0.91435
ENSG00000001084	ENST00000616923	1.01294769498184	0.92953
ENSG00000001167	Expression	0.0137560186226231	0.9794775
ENSG00000001167	ENST00000341376	0.98783166985104	0.9922425
ENSG00000001167	ENST00000353205	1.07145934452274	0.9481375
ENSG00000001461	Expression	0.0184449670945262	0.975225
ENSG00000001461	ENST00000339255	0.955025977591299	0.9270525
ENSG00000001461	ENST00000374399	1.00416447634604	0.9537925
ENSG00000001461	ENST00000432012	0.982593936563546	0.9436075
ENSG00000001497	Expression	0.00100669417990247	0.9891975
ENSG00000001497	ENST00000374807	1.00479423747611	0.9201225
ENSG00000001497	ENST00000469091	0.916334959377958	0.82254
ENSG00000001497	ENST00000484069	1.07684986980395	0.832095
ENSG00000001497	ENST00000677834	1.00461843402333	0.9201675
ENSG00000001497	ENST00000677986	0.898649531982107	0.7958475
ENSG00000001497	ENST00000678848	1.02569698752873	0.8973475
ENSG00000001497	ENST00000678956	0.980251817508426	0.90012
ENSG00000001497	ENST00000679116	0.983387396148976	0.9064125
ENSG00000001629	Expression	0.00717822510817047	0.98547
ENSG00000001629	ENST00000265742	0.999116107829486	0.9875325
ENSG00000001629	ENST00000465883	1.05173012632187	0.96312
ENSG00000001630	Expression	0.420745573202776	0.6268875
ENSG00000001630	ENST00000003100	0.998934672147252	0.9012925
ENSG00000001630	ENST00000450723	1.22335319021625	0.4544025
ENSG00000001630	ENST00000482924	1.1340018770652	0.70126
ENSG00000001630	ENST00000691309	1.07184376092577	0.81968
ENSG00000001631	Expression	0.00447889620722207	0.98727
ENSG00000001631	ENST00000475770	1.03698026916791	0.8988225
ENSG00000001631	ENST00000487168	0.903096564378093	0.8224875
ENSG00000001631	ENST00000688180	0.92893455470342	0.8617275
ENSG00000001631	ENST00000689082	1.04378383421443	0.9025625
ENSG00000001631	ENST00000691222	1.01494291268909	0.90812
ENSG00000002016	Expression	0.0557493739518417	0.938655
ENSG00000002016	ENST00000228345	0.878703242825987	0.7792875
ENSG00000002016	ENST00000358495	0.966362504611074	0.867485
ENSG00000002016	ENST00000463750	1.11376101501077	0.7408625
ENSG00000002016	ENST00000488642	1.20079356578207	0.577845
